Beer_Name,ABV,IBU,Style,Ounces,Name.y,City,State
Caldera IPA,0.061,94,American IPA,12,Caldera Brewing Company,Ashland, OR
Wild Trail Pale Ale,0.057,44,American Pale Ale (APA),12,Greenbrier Valley Brewing Company,Lewisburg, WV
Mothman Black IPA,0.067,71,American Black Ale,12,Greenbrier Valley Brewing Company,Lewisburg, WV
Camelback,0.061,60,American IPA,12,Phoenix Ale Brewery,Phoenix, AZ
Knotty Pine,0.054,NA,American Pale Ale (APA),12,Lumberyard Brewing Company,Flagstaff, AZ
Lumberyard Pilsner,0.053,20,American Pilsner,12,Lumberyard Brewing Company,Flagstaff, AZ
Lumberyard IPA,0.061,NA,American IPA,12,Lumberyard Brewing Company,Flagstaff, AZ
Lumberyard Red Ale,0.058,NA,American Amber / Red Ale,12,Lumberyard Brewing Company,Flagstaff, AZ
PUNK'N,0.05,10,Pumpkin Ale,12,Uinta Brewing Company,Salt Lake City, UT
Yard Sale Winter Lager,0.04,22,American Amber / Red Lager,12,Uinta Brewing Company,Salt Lake City, UT
Trader Session IPA,0.04,42,American IPA,12,Uinta Brewing Company,Salt Lake City, UT
Hop Nosh IPA,0.073,83,American IPA,12,Uinta Brewing Company,Salt Lake City, UT
SUM'R,0.04,17,American Blonde Ale,12,Uinta Brewing Company,Salt Lake City, UT
Organic Baba Black Lager,0.04,32,Schwarzbier,12,Uinta Brewing Company,Salt Lake City, UT
Hop Notch IPA (2013),0.073,82,American IPA,12,Uinta Brewing Company,Salt Lake City, UT
Cutthroat Pale Ale,0.04,34,American Pale Ale (APA),12,Uinta Brewing Company,Salt Lake City, UT
WYLD Extra Pale Ale,0.04,29,American Pale Ale (APA),12,Uinta Brewing Company,Salt Lake City, UT
Sunbru Kölsch,0.052,17,Kölsch,12,Four Peaks Brewing Company,Tempe, AZ
Kilt Lifter Scottish-Style Ale,0.06,21,,12,Four Peaks Brewing Company,Tempe, AZ
Pumpkin Porter,0.051,NA,American Porter,12,Four Peaks Brewing Company,Tempe, AZ
Four Peaks Peach Ale,0.042,9,Fruit / Vegetable Beer,12,Four Peaks Brewing Company,Tempe, AZ
Hop Knot IPA,0.067,47,American IPA,12,Four Peaks Brewing Company,Tempe, AZ
Kilt Lifter Scottish-Style Ale (2009),0.06,21,Scottish Ale,12,Four Peaks Brewing Company,Tempe, AZ
Sunbru Kölsch,0.052,NA,Kölsch,12,Four Peaks Brewing Company,Tempe, AZ
River House,0.05,20,Saison / Farmhouse Ale,16,Martin House Brewing Company,Fort Worth, TX
Pretzel Stout,0.065,47,American Stout,16,Martin House Brewing Company,Fort Worth, TX
Rubberneck Red,0.05,35,American Amber / Red Ale,16,Martin House Brewing Company,Fort Worth, TX
The Imperial Texan,0.08,NA,American Double / Imperial IPA,16,Martin House Brewing Company,Fort Worth, TX
The Imperial Texan,0.08,NA,American Double / Imperial IPA,12,Martin House Brewing Company,Fort Worth, TX
Day Break 4-Grain Breakfast Beer,0.05,NA,Rye Beer,16,Martin House Brewing Company,Fort Worth, TX
River House Saison,0.05,NA,Saison / Farmhouse Ale,12,Martin House Brewing Company,Fort Worth, TX
There Will Be Stout,0.065,NA,American Stout,12,Martin House Brewing Company,Fort Worth, TX
Smooth Operator,0.038,NA,Cream Ale,16,Right Brain Brewery,Traverse City, MI
Homefront IPA,0.06,70,American IPA,12,Sly Fox Brewing Company,Phoenixville, PA
Sundown,0.071,36,Saison / Farmhouse Ale,12,Round Guys Brewing,Lansdale, PA
Sanctified,0.099,NA,Belgian Strong Pale Ale,12,Round Guys Brewing,Lansdale, PA
Fear of a Brett Planet,0.051,NA,American Pale Ale (APA),12,Round Guys Brewing,Lansdale, PA
Original Slacker Ale,0.056,40,English Brown Ale,12,Round Guys Brewing,Lansdale, PA
Alpha Blackback,0.072,NA,American Black Ale,12,Round Guys Brewing,Lansdale, PA
Kiss Off IPA,0.063,NA,American IPA,12,Round Guys Brewing,Lansdale, PA
Dog Days Summer Ale,0.045,28,Kölsch,12,Round Guys Brewing,Lansdale, PA
Beer Agent Re-Ignition,0.053,22,American Blonde Ale,16,Great Crescent Brewery,Aurora, IN
Cherry Ale,0.057,18,Fruit / Vegetable Beer,16,Great Crescent Brewery,Aurora, IN
Bourbon Barrel Aged Coconut Porter,0.056,33,American Porter,16,Great Crescent Brewery,Aurora, IN
Great Crescent IPA,0.062,60,American IPA,16,Great Crescent Brewery,Aurora, IN
Aurora Lager,0.057,27,Dortmunder / Export Lager,16,Great Crescent Brewery,Aurora, IN
Great Crescent Blonde Ale,0.053,22,American Blonde Ale,16,Great Crescent Brewery,Aurora, IN
Great Crescent Coconut Porter,0.056,33,American Porter,16,Great Crescent Brewery,Aurora, IN
Great Crescent Oktoberfest Lager,0.057,25,Märzen / Oktoberfest,16,Great Crescent Brewery,Aurora, IN
Great Crescent Brown Ale,0.045,36,American Brown Ale,16,Great Crescent Brewery,Aurora, IN
Cherry Ale (1),0.057,18,Fruit / Vegetable Beer,16,Great Crescent Brewery,Aurora, IN
Aurora Lager (2011),0.057,27,Dortmunder / Export Lager,16,Great Crescent Brewery,Aurora, IN
Frosted Fields Winter Wheat,0.06,25,American Dark Wheat Ale,16,Great Crescent Brewery,Aurora, IN
Great Crescent Belgian Style Wit,0.051,13,Witbier,16,Great Crescent Brewery,Aurora, IN
Bourbon's Barrel Stout,0.075,65,American Stout,16,Great Crescent Brewery,Aurora, IN
Great Crescent Stout,0.08,66,English Stout,16,Great Crescent Brewery,Aurora, IN
Great Crescent Coconut Porter (2012),0.056,33,American Porter,16,Great Crescent Brewery,Aurora, IN
Great Crescent Dark Lager,0.057,23,Euro Dark Lager,16,Great Crescent Brewery,Aurora, IN
Great Crescent Mild Ale,0.042,26,English Dark Mild Ale,16,Great Crescent Brewery,Aurora, IN
Great Crescent IPA (2011),0.062,60,American IPA,16,Great Crescent Brewery,Aurora, IN
Great Crescent Blonde Ale (2011),0.053,22,American Blonde Ale,16,Great Crescent Brewery,Aurora, IN
Pinner Throwback IPA,0.049,35,American IPA,12,Oskar Blues Brewery,Longmont, CO
Centennial State Pale Ale,0.052,NA,American Pale Ale (APA),19.2,Oskar Blues Brewery,Longmont, CO
Old Chub NITRO,0.08,NA,Scotch Ale / Wee Heavy,16,Oskar Blues Brewery,Longmont, CO
The CROWLER™,NA,NA,,32,Oskar Blues Brewery,Longmont, CO
CAN'D AID Foundation,NA,NA,,12,Oskar Blues Brewery,Longmont, CO
Icey.P.A.,NA,NA,American IPA,16,Oskar Blues Brewery,Longmont, CO
One Nut Brown,0.05,NA,English Brown Ale,12,Oskar Blues Brewery,Longmont, CO
Birth IPA,NA,NA,American IPA,12,Oskar Blues Brewery,Longmont, CO
Dale's Pale Ale,0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO
Dale's Pale Ale,0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO
Mama's Little Yella Pils,0.053,35,Czech Pilsener,19.2,Oskar Blues Brewery,Longmont, CO
oSKAr the G'Rauch,0.085,NA,American IPA,19.2,Oskar Blues Brewery,Longmont, CO
oSKAr the G'Rauch,0.085,NA,American IPA,16,Oskar Blues Brewery,Longmont, CO
Dale's Pale Ale,0.065,65,American Pale Ale (APA),19.2,Oskar Blues Brewery,Longmont, CO
The Deuce,0.07,NA,American Brown Ale,16,Oskar Blues Brewery,Longmont, CO
Dale's Pale Ale (10 Year Anniversary),0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO
Dale's Pale Ale (2012),0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO
Gordon Imperial Red (2010),0.087,85,American Double / Imperial IPA,12,Oskar Blues Brewery,Longmont, CO
Dale's Pale Ale (2011),0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO
Dale's Pale Ale (2010),0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO
G'KNIGHT (16 oz.),0.087,85,American Double / Imperial IPA,16,Oskar Blues Brewery,Longmont, CO
15th Anniversary Abbey Ale (2012),0.09,NA,Belgian Dark Ale,16,Oskar Blues Brewery,Longmont, CO
Chaka,0.08,NA,Belgian Strong Pale Ale,16,Oskar Blues Brewery,Longmont, CO
HGH (Home Grown Hops): Part Duh,0.08,70,American Strong Ale,12,Oskar Blues Brewery,Longmont, CO
Deviant Dale's IPA,0.08,NA,American Double / Imperial IPA,16,Oskar Blues Brewery,Longmont, CO
One Hit Wonder,0.09,60,American Double / Imperial IPA,12,Oskar Blues Brewery,Longmont, CO
G'KNIGHT (12 oz.),0.087,85,American Double / Imperial IPA,12,Oskar Blues Brewery,Longmont, CO
Ten Fidy Imperial Stout,0.099,98,Russian Imperial Stout,12,Oskar Blues Brewery,Longmont, CO
Mama's Little Yella Pils,0.053,35,Czech Pilsener,12,Oskar Blues Brewery,Longmont, CO
GUBNA Imperial IPA,0.099,100,American Double / Imperial IPA,12,Oskar Blues Brewery,Longmont, CO
Old Chub,0.08,35,Scottish Ale,12,Oskar Blues Brewery,Longmont, CO
Gordon Ale (2009),0.087,85,American Double / Imperial IPA,12,Oskar Blues Brewery,Longmont, CO
Dale's Pale Ale,0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO
1492,0.065,NA,American Pale Ale (APA),12,Boxcar Brewing Company,West Chester, PA
Mango Ginger,0.058,NA,American IPA,12,Boxcar Brewing Company,West Chester, PA
Passenger,0.047,NA,English Dark Mild Ale,12,Boxcar Brewing Company,West Chester, PA
The Golden One,0.063,21,American Pilsner,12,High Hops Brewery,Windsor, CO
The Power of Zeus,0.07,68,American Pale Ale (APA),12,High Hops Brewery,Windsor, CO
Aviator Raspberry Blonde,0.049,25,American Blonde Ale,12,Crooked Fence Brewing Company,Garden City, ID
3 Picket Porter,0.055,NA,American Porter,12,Crooked Fence Brewing Company,Garden City, ID
Rusty Nail Pale Ale,0.056,NA,American Pale Ale (APA),12,Crooked Fence Brewing Company,Garden City, ID
Little Sister India Style Session Ale,0.043,60,American IPA,12,Everybody's Brewing,White Salmon, WA
Country Boy IPA,0.062,80,American IPA,12,Everybody's Brewing,White Salmon, WA
Blood Orange Gose,0.042,NA,Gose,12,Anderson Valley Brewing Company,Boonville, CA
Keebarlin' Pale Ale,0.042,NA,American Pale Ale (APA),12,Anderson Valley Brewing Company,Boonville, CA
"the Kimmie, the Yink and the Holy Gose",0.048,NA,Gose,12,Anderson Valley Brewing Company,Boonville, CA
Fall Hornin',0.06,NA,Pumpkin Ale,12,Anderson Valley Brewing Company,Boonville, CA
Barney Flats Oatmeal Stout,0.057,13,Oatmeal Stout,12,Anderson Valley Brewing Company,Boonville, CA
Summer Solstice,0.056,4,Cream Ale,12,Anderson Valley Brewing Company,Boonville, CA
Hop Ottin' IPA,0.07,80,American IPA,12,Anderson Valley Brewing Company,Boonville, CA
Boont Amber Ale,0.058,15,American Amber / Red Ale,12,Anderson Valley Brewing Company,Boonville, CA
Barney Flats Oatmeal Stout,0.057,13,Oatmeal Stout,12,Anderson Valley Brewing Company,Boonville, CA
El Steinber Dark Lager,0.055,25,Vienna Lager,16,Anderson Valley Brewing Company,Boonville, CA
Boont Amber Ale (2010),0.058,15,American Amber / Red Ale,12,Anderson Valley Brewing Company,Boonville, CA
Summer Solstice Cerveza Crema (2009),0.056,4,Cream Ale,12,Anderson Valley Brewing Company,Boonville, CA
Barney Flats Oatmeal Stout (2012),0.057,13,Oatmeal Stout,12,Anderson Valley Brewing Company,Boonville, CA
Winter Solstice,0.069,6,Winter Warmer,12,Anderson Valley Brewing Company,Boonville, CA
Hop Ottin' IPA (2011),0.07,80,American IPA,12,Anderson Valley Brewing Company,Boonville, CA
Boont Amber Ale (2011),0.058,15,American Amber / Red Ale,12,Anderson Valley Brewing Company,Boonville, CA
Summer Solstice (2011),0.056,4,Cream Ale,12,Anderson Valley Brewing Company,Boonville, CA
Poleeko Gold Pale Ale (2009),0.055,28,American Pale Ale (APA),12,Anderson Valley Brewing Company,Boonville, CA
Mastermind,0.081,NA,American Double / Imperial IPA,12,Fiddlehead Brewing Company,Shelburne, VT
Hyzer Flip,0.082,NA,American Double / Imperial IPA,16,Fiddlehead Brewing Company,Shelburne, VT
Second Fiddle,0.082,80,American Double / Imperial IPA,16,Fiddlehead Brewing Company,Shelburne, VT
Hodad Porter,0.055,30,American Porter,16,Fiddlehead Brewing Company,Shelburne, VT
Nomader Weiss,0.04,NA,Berliner Weissbier,12,Evil Twin Brewing,Brooklyn, NY
Molotov Lite,0.085,NA,American Double / Imperial IPA,16,Evil Twin Brewing,Brooklyn, NY
Hipster Ale (Two Roads Brewing),0.055,NA,American Pale Ale (APA),12,Evil Twin Brewing,Brooklyn, NY
Bikini Beer,0.027,NA,American IPA,12,Evil Twin Brewing,Brooklyn, NY
Hipster Ale (Westbrook Brewing),0.055,NA,American Pale Ale (APA),12,Evil Twin Brewing,Brooklyn, NY
Rebirth Pale Ale,0.05,NA,American Pale Ale (APA),12,New Orleans Lager & Ale Brewing ...,New Orleans, LA
Irish Channel Stout,0.068,NA,American Stout,16,New Orleans Lager & Ale Brewing ...,New Orleans, LA
MechaHopzilla,0.088,NA,American Double / Imperial IPA,16,New Orleans Lager & Ale Brewing ...,New Orleans, LA
Hopitoulas IPA,0.065,NA,American IPA,16,New Orleans Lager & Ale Brewing ...,New Orleans, LA
NOLA Brown Ale,0.039,NA,English Dark Mild Ale,12,New Orleans Lager & Ale Brewing ...,New Orleans, LA
NOLA Blonde Ale,0.049,NA,American Blonde Ale,12,New Orleans Lager & Ale Brewing ...,New Orleans, LA
Ball & Chain (2014),0.058,NA,American Pale Ale (APA),16,Spiteful Brewing Company,Chicago, IL
Bitter Biker Double IPA,0.096,NA,American Double / Imperial IPA,16,Spiteful Brewing Company,Chicago, IL
God Damn Pigeon Porter,0.082,NA,American Porter,16,Spiteful Brewing Company,Chicago, IL
Working for the Weekend,0.079,NA,American Double / Imperial IPA,16,Spiteful Brewing Company,Chicago, IL
Angry Adam,0.06,NA,American Amber / Red Ale,16,Spiteful Brewing Company,Chicago, IL
Freedom Fries,0.055,NA,American Stout,16,Spiteful Brewing Company,Chicago, IL
Bitter Biker Double IPA,0.096,NA,American Double / Imperial IPA,12,Spiteful Brewing Company,Chicago, IL
Ghost Bike Pale Ale,0.073,NA,American Pale Ale (APA),16,Spiteful Brewing Company,Chicago, IL
Spiteful IPA,0.062,NA,American IPA,12,Spiteful Brewing Company,Chicago, IL
Alley Time,0.06,NA,American Pale Ale (APA),12,Spiteful Brewing Company,Chicago, IL
Fat Badger,0.058,NA,Irish Red Ale,12,Spiteful Brewing Company,Chicago, IL
In the Weeds,0.055,NA,American Pale Wheat Ale,12,Spiteful Brewing Company,Chicago, IL
Rahr's Blonde,0.046,NA,Munich Helles Lager,12,Rahr & Sons Brewing Company,Fort Worth, TX
Pride of Texas Pale Ale,0.058,60,American Pale Ale (APA),12,Rahr & Sons Brewing Company,Fort Worth, TX
Devil's Cup,0.066,NA,American Pale Ale (APA),12,18th Street Brewery,Gary, IN
Rise of the Phoenix,0.071,NA,American IPA,12,18th Street Brewery,Gary, IN
Sinister,0.09,NA,American Double / Imperial IPA,12,18th Street Brewery,Gary, IN
Sex and Candy,0.075,NA,American IPA,12,18th Street Brewery,Gary, IN
Black Exodus,0.077,NA,Oatmeal Stout,12,18th Street Brewery,Gary, IN
Lake Street Express,0.045,NA,American Pale Ale (APA),12,18th Street Brewery,Gary, IN
Foreman,0.065,NA,American Porter,12,18th Street Brewery,Gary, IN
Jade,0.055,NA,American Pale Ale (APA),12,18th Street Brewery,Gary, IN
Cone Crusher,0.086,NA,American Double / Imperial IPA,12,18th Street Brewery,Gary, IN
Sophomoric Saison,0.072,NA,Saison / Farmhouse Ale,12,18th Street Brewery,Gary, IN
Regional Ring Of Fire,0.073,NA,Saison / Farmhouse Ale,12,18th Street Brewery,Gary, IN
Garce Selé,0.069,NA,Saison / Farmhouse Ale,12,18th Street Brewery,Gary, IN
Troll Destroyer,0.085,NA,Belgian IPA,12,18th Street Brewery,Gary, IN
Bitter Bitch,0.061,60,American Pale Ale (APA),12,18th Street Brewery,Gary, IN
Remain in Light,0.05,NA,American Pilsner,12,Cambridge Brewing Company,Cambridge, MA
Flower Child (2014),0.065,NA,American IPA,12,Cambridge Brewing Company,Cambridge, MA
Santa's Secret,0.059,22,Winter Warmer,16,Carolina Brewery,Pittsboro, NC
Flagship IPA,0.057,NA,English India Pale Ale (IPA),12,Carolina Brewery,Pittsboro, NC
Sky Blue Golden Ale,0.051,NA,Kölsch,12,Carolina Brewery,Pittsboro, NC
Salamander Slam,0.07,73,American IPA,16,Frog Level Brewing Company,Waynesville, NC
Blonde Hunny,0.068,21,Belgian Pale Ale,12,Wild Wolf Brewing Company,Nellysford, VA
Wild Wolf Wee Heavy Scottish Style Ale,0.057,20,Scotch Ale / Wee Heavy,12,Wild Wolf Brewing Company,Nellysford, VA
Wild Wolf American Pilsner,0.045,25,American Pilsner,12,Wild Wolf Brewing Company,Nellysford, VA
Alpha Ale,0.051,45,American Pale Ale (APA),12,Wild Wolf Brewing Company,Nellysford, VA
Gran Sport,0.052,NA,American Porter,16,COOP Ale Works,Oklahoma City, OK
Horny Toad Cerveza,0.053,25,American Blonde Ale,16,COOP Ale Works,Oklahoma City, OK
Native Amber,0.063,35,American Amber / Red Ale,16,COOP Ale Works,Oklahoma City, OK
F5 IPA,0.068,100,American IPA,16,COOP Ale Works,Oklahoma City, OK
Native Amber (2013),0.063,35,American Amber / Red Ale,16,COOP Ale Works,Oklahoma City, OK
Horny Toad Cerveza (2013),0.053,25,American Blonde Ale,16,COOP Ale Works,Oklahoma City, OK
Seventh Son of a Seventh Son,0.077,40,American Strong Ale,16,Seventh Son Brewing Company,Columbus, OH
Stone Fort Brown Ale,0.053,20,English Brown Ale,16,Seventh Son Brewing Company,Columbus, OH
Seventh Son Hopped Red Ale,0.077,40,American Amber / Red Ale,16,Seventh Son Brewing Company,Columbus, OH
Humulus Nimbus Super Pale Ale,0.06,53,American Pale Ale (APA),16,Seventh Son Brewing Company,Columbus, OH
Golden Ratio IPA,0.07,68,American IPA,16,Seventh Son Brewing Company,Columbus, OH
Lake Monster,0.082,25,Baltic Porter,16,Oasis Texas Brewing Company,Austin, TX
London Homesick Ale,0.049,27,English Bitter,12,Oasis Texas Brewing Company,Austin, TX
Luchesa Lager,0.048,35,Keller Bier / Zwickel Bier,12,Oasis Texas Brewing Company,Austin, TX
Slow Ride,0.048,35,American Pale Ale (APA),12,Oasis Texas Brewing Company,Austin, TX
Nunica Pine,0.068,NA,Cider,16,Vander Mill Ciders,Spring Lake, MI
Ginger Peach,0.069,NA,Cider,16,Vander Mill Ciders,Spring Lake, MI
Totally Roasted,0.068,NA,Cider,16,Vander Mill Ciders,Spring Lake, MI
Blue Gold,0.068,NA,Cider,16,Vander Mill Ciders,Spring Lake, MI
Hard Apple,0.068,NA,Cider,16,Vander Mill Ciders,Spring Lake, MI
Gunga Din,0.052,NA,Cider,16,St. Julian Winery,Paw Paw, MI
Lobo Lito,0.04,12,Light Lager,12,Pedernales Brewing Company,Fredericksburg, TX
Robert Earl Keen Honey Pils,0.05,17,American Pilsner,12,Pedernales Brewing Company,Fredericksburg, TX
Towhead,0.052,21,American Blonde Ale,12,Mother's Brewing,Springfield, MO
Lil' Helper,0.07,70,American IPA,12,Mother's Brewing,Springfield, MO
Monkadelic,0.042,NA,American Pale Ale (APA),12,Modern Monks Brewery,Lincoln, NE
Day Hike Session,0.041,41,American IPA,12,Two Beers Brewing Company,Seattle, WA
Trailhead ISA,0.048,48,American IPA,12,Two Beers Brewing Company,Seattle, WA
Immersion Amber,0.052,27,American Amber / Red Ale,12,Two Beers Brewing Company,Seattle, WA
Evo IPA,0.062,70,American IPA,12,Two Beers Brewing Company,Seattle, WA
Presidential Pils,0.048,NA,Czech Pilsener,12,Two Beers Brewing Company,Seattle, WA
Evolutionary IPA (2012),0.062,70,American IPA,12,Two Beers Brewing Company,Seattle, WA
Persnickety Pale,0.057,36,American Pale Ale (APA),12,Two Beers Brewing Company,Seattle, WA
SoDo Brown Ale,0.054,20,American Brown Ale,12,Two Beers Brewing Company,Seattle, WA
Immersion Amber Ale (2011),0.052,27,American Amber / Red Ale,12,Two Beers Brewing Company,Seattle, WA
Evolutionary IPA (2011),0.062,70,American IPA,12,Two Beers Brewing Company,Seattle, WA
Trailhead India Style Session Ale (2011),0.048,48,American IPA,12,Two Beers Brewing Company,Seattle, WA
Panorama Wheat Ale,0.046,NA,American Pale Wheat Ale,12,Two Beers Brewing Company,Seattle, WA
Monarch Pilsner,0.05,NA,American Pilsner,12,Snake River Brewing Company,Jackson, WY
Snow King Pale Ale,0.06,55,American Pale Ale (APA),12,Snake River Brewing Company,Jackson, WY
Zonker Stout,0.054,36,Foreign / Export Stout,12,Snake River Brewing Company,Jackson, WY
OB-1 Organic Ale,0.05,22,English Brown Ale,12,Snake River Brewing Company,Jackson, WY
Snake River Lager,0.05,18,Vienna Lager,12,Snake River Brewing Company,Jackson, WY
Snake River Pale Ale,0.052,32,American Pale Ale (APA),12,Snake River Brewing Company,Jackson, WY
Pako’s EyePA,0.068,60,American IPA,12,Snake River Brewing Company,Jackson, WY
Dark Voyage Black IPA (2013),0.065,80,American Black Ale,12,Capital Brewery,Middleton, WI
Wisconsin Amber,0.052,28,Vienna Lager,12,Capital Brewery,Middleton, WI
Lake House,0.046,18,Munich Helles Lager,12,Capital Brewery,Middleton, WI
Ghost Ship White IPA,0.056,55,American IPA,12,Capital Brewery,Middleton, WI
Lake House,0.046,18,Munich Helles Lager,16,Capital Brewery,Middleton, WI
Mutiny IPA,0.062,70,American IPA,12,Capital Brewery,Middleton, WI
Wisconsin Amber (1998),0.052,NA,Vienna Lager,12,Capital Brewery,Middleton, WI
Island Wheat,0.042,NA,American Pale Wheat Ale,12,Capital Brewery,Middleton, WI
Wisconsin Amber (2013),0.052,NA,Vienna Lager,12,Capital Brewery,Middleton, WI
U.S. Pale Ale,0.05,NA,American Pale Ale (APA),12,Capital Brewery,Middleton, WI
Supper Club Lager,NA,NA,American Pale Lager,12,Capital Brewery,Middleton, WI
Golden One,0.068,NA,Belgian Pale Ale,12,Anthem Brewing Company,Oklahoma City, OK
